EXPERIMENT, BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
1, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000734,0.0007510185
1, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000853,0.0008711815
1, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000981,0.0010039806
2, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000755,0.0007719994
2, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000718,0.0007450581
2, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000727,0.0007460117
2, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000754,0.0007729530
2, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000717,0.0007331371
2, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000705,0.0007221699
2, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.001003,0.0010190010
2, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000904,0.0009229183
3, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000607,0.0006299019
3, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000678,0.0006940365
3, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000605,0.0006299019
3, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000695,0.0007131100
3, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000646,0.0006659031
3, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000813,0.0008289814
3, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000782,0.0007979870
3, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000904,0.0009200573
4, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000695,0.0007169247
4, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000735,0.0007550716
4, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000738,0.0007572174
4, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000696,0.0007169247
4, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000875,0.0008950233
4, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000737,0.0007581711
4, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000906,0.0009229183
4, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000796,0.0008120537
5, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000981,0.0010049343
5, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000746,0.0007650852
5, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000979,0.0010049343
5, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000732,0.0007510185
5, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000732,0.0008528233
5, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.001007,0.0010290146
5, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.001184,0.0011999607
5, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000918,0.0009369850
6, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000732,0.0007519722
6, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000658,0.0006730556
6, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000700,0.0007150173
6, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000660,0.0006761551
6, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000650,0.0006680489
6, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000683,0.0006980896
6, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000965,0.0009799004
6, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000845,0.0008628368
7, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000628,0.0006470680
7, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000756,0.0007979870
7, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000676,0.0006899834
7, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000744,0.0007860661
7, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000691,0.0007059574
7, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000888,0.0009028912
7, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000853,0.0008740425
7, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000967,0.0009829998
8, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000747,0.0007660389
8, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000429,0.0004520416
8, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000491,0.0005090237
8, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000808,0.0008230209
8, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000822,0.0008389950
8, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000491,0.0005099773
8, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000998,0.0010130405
8, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000582,0.0005970001
9, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000749,0.0007748604
9, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.000694,0.0007150173
9, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.000693,0.0007150173
9, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000750,0.0007748604
9, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.000692,0.0007090569
9, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000742,0.0007569790
9, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.000875,0.0008900166
9, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000978,0.0010008812
10, ,8, 1, 100,, RS, lab004-075, 7, 7, 3, 10, 0.001013,0.0010380745
10, ,8, 1,100,, SR,lab004-074, 0, 0, 4, 4, 0.000759,0.0007791519
10, ,8, 1, 100,, RS, lab004-075, 4, 4, 0, 4, 0.001002,0.0010199547
10, ,8, 1,100,, SR,lab004-074, 3, 3, 7, 10, 0.000756,0.0007741451
10, ,8, 1, 100,, RS, lab004-075, 5, 5, 1, 6, 0.001032,0.0010521412
10, ,8, 1,100,, SR,lab004-074, 1, 1, 5, 6, 0.000720,0.0007359982
10, ,8, 1, 100,, RS, lab004-075, 6, 6, 2, 8, 0.001187,0.0012030602
10, ,8, 1,100,, SR,lab004-074, 2, 2, 6, 8, 0.000925,0.0009398460
