EXPERIMENT, BCAST_TYPE,NPROC,PACKET_SIZE,N_PACKETS,N_BOUNCES,TYPE,NODE,PROCESS,SRC,DST,TAG,COM_TIME,RUNNING_TIME
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041630268, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047340393, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049090385, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042130947, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042121410, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0050530434, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047919750, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042080879, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042109489, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048420429, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046050549, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041658878, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041668415, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047469139, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049290657, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043230057, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043230057, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0043880939, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0043869019, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0051081181, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047860146, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0042130947, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0042150021, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0048232079, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0046889782, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041542053, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041530132, 
1,,4, 10000000,,100, SR, lab004-074, 0, 0, 2, 2, 0.0047421455, 
1,,4, 10000000,,100, RS, lab004-074, 2, 2, 0, 2, 0.0049209595, 
1,,4, 10000000,,100, RS, lab004-074, 3, 3, 1, 4, 0.0041999817, 
1,,4, 10000000,,100, SR, lab004-074, 1, 1, 3, 4, 0.0041987896, 
